Average connectivity;Average absolute cost;Median absolute Cost;Average relative cost;Median relative cost;Percentage Hamiltonian
4.5;6463362.85;129041;269306.7854;5376.708333;0.5
4.583333333;14814387.25;11469861.5;617266.1354;477910.8958;0.35
4.666666667;25404213.55;26994679;1058508.898;1124778.292;0.2
4.75;20016720.95;779.5;834030.0396;32.47916667;0.45
4.833333333;22850101.45;60686;952087.5604;2528.583333;0.6
4.916666667;23175580.85;6571.5;965649.2021;273.8125;0.65
5;44528504.55;7492;1855354.356;312.1666667;0.65
5.083333333;64128428.25;8075813;2672017.844;336492.2083;0.55
5.166666667;83556460.9;71682.5;3481519.204;2986.770833;0.65
5.25;65570467.4;89340;2732102.808;3722.5;0.85
5.333333333;161525299.9;1625.5;6730220.827;67.72916667;0.789473684
5.416666667;162223352.6;213409.5;6759306.358;8892.0625;0.75
5.5;170093714.5;20568;7087238.102;857;0.7
5.583333333;138459955.7;686;5769164.819;28.58333333;0.894736842
5.666666667;164608093.5;9056;6858670.563;377.3333333;0.888888889
5.75;213583537.8;282914;8899314.073;11788.08333;0.941176471
5.833333333;404056935.7;20252690.5;16835705.65;843862.1042;1
5.916666667;161905151.3;225;6746047.971;9.375;0.888888889
6;101854782;4012;4243949.248;167.1666667;0.944444444
6.083333333;100001401.1;74;4166725.046;3.083333333;1
6.166666667;50088299.95;385;2087012.498;16.04166667;1
6.25;100159553.9;3448.5;4173314.746;143.6875;1
6.333333333;250110662.8;563;10421277.62;23.45833333;1
6.416666667;43604204.85;425.5;1816841.869;17.72916667;1
6.5;80509107.95;359.5;3354546.165;14.97916667;0.947368421
6.583333333;51378948.4;68.5;2140789.517;2.854166667;1
6.666666667;59888309.25;817;2495346.219;34.04166667;1
6.75;52098969.85;145;2170790.41;6.041666667;1
6.833333333;40184577.35;61;1674357.39;2.541666667;1
6.916666667;50134639.05;87.5;2088943.294;3.645833333;1
7;1239469.2;549.5;51644.55;22.89583333;1
7.083333333;19473558.2;341;811398.2583;14.20833333;1
7.166666667;74774354.15;33;3115598.09;1.375;1
7.25;50311262.6;46.5;2096302.608;1.9375;1
7.333333333;105125469.9;123;4380227.913;5.125;1
7.416666667;250012602.1;1496;10417191.75;62.33333333;1
7.5;50002363.45;40;2083431.81;1.666666667;1
7.583333333;101689501.4;404.5;4237062.558;16.85416667;1
7.666666667;100063370.2;83.5;4169307.09;3.479166667;1
7.75;376079.8;130.5;15669.99167;5.4375;1
7.833333333;50025850.6;40;2084410.442;1.666666667;1
7.916666667;100302369.5;29;4179265.394;1.208333333;1
8;111015952.6;1291;4625664.692;53.79166667;1
8.083333333;20840711.95;1687.5;868362.9979;70.3125;1
8.166666667;50463855.95;29;2102660.665;1.208333333;1
8.25;52243480.25;210;2176811.677;8.75;1
8.333333333;4203706.6;49.5;175154.4417;2.0625;1
8.416666667;3156933.2;34.5;131538.8833;1.4375;1
8.5;8398.45;29;349.9354167;1.208333333;1
8.583333333;50008744.55;27.5;2083697.69;1.145833333;1
8.666666667;40165.65;38.5;1673.56875;1.604166667;1
8.75;275983.1;27.5;11499.29583;1.145833333;1
8.833333333;141132.3;120;5880.5125;5;1
8.916666667;7478967.5;40;311623.6458;1.666666667;1
9;1163846.9;151.5;48493.62083;6.3125;1
9.083333333;5694.8;63;237.2833333;2.625;1
9.166666667;255.35;40;10.63958333;1.666666667;1
9.25;1582.45;29;65.93541667;1.208333333;1
9.333333333;2117.4;27.5;88.225;1.145833333;1
9.416666667;1860;27.5;77.5;1.145833333;1
9.5;60193.55;26;2508.064583;1.083333333;1
9.583333333;372.2;34.5;15.50833333;1.4375;1
9.666666667;491.45;29;20.47708333;1.208333333;1
9.75;24483346.15;40;1020139.423;1.666666667;1
9.833333333;468232.35;40;19509.68125;1.666666667;1
9.916666667;2773596.55;34.5;115566.5229;1.4375;1
10;226695.65;29;9445.652083;1.208333333;1
10.08333333;4632.15;26;193.00625;1.083333333;1
10.16666667;979.4;40;40.80833333;1.666666667;1
10.25;6811.45;29;283.8104167;1.208333333;1
10.33333333;18631.95;34.5;776.33125;1.4375;1
10.41666667;2310.05;26;96.25208333;1.083333333;1
10.5;4848.45;34.5;202.01875;1.4375;1
10.58333333;89188.5;29;3716.1875;1.208333333;1
10.66666667;117.65;29;4.902083333;1.208333333;1
10.75;1897.85;29;79.07708333;1.208333333;1
10.83333333;28232.25;26;1176.34375;1.083333333;1
10.91666667;7167.8;29;298.6583333;1.208333333;1
11;150.2;29;6.258333333;1.208333333;1
11.08333333;92.6;40;3.858333333;1.666666667;1
11.16666667;51.95;27.5;2.164583333;1.145833333;1
11.25;5683.7;29;236.8208333;1.208333333;1
11.33333333;11105.9;26;462.7458333;1.083333333;1
11.41666667;955;29;39.79166667;1.208333333;1
11.5;6983.2;27.5;290.9666667;1.145833333;1
11.58333333;570.45;29;23.76875;1.208333333;1
11.66666667;5423.55;29;225.98125;1.208333333;1
11.75;3000.5;27.5;125.0208333;1.145833333;1
11.83333333;539120;29;22463.33333;1.208333333;1
11.91666667;2438.8;29;101.6166667;1.208333333;1
12;685968.4;29;28582.01667;1.208333333;1
12.08333333;8877.7;29;369.9041667;1.208333333;1
12.16666667;50.6;26;2.108333333;1.083333333;1
12.25;50000045.2;29;2083335.217;1.208333333;1
12.33333333;56217.45;25;2342.39375;1.041666667;1
12.41666667;195;27.5;8.125;1.145833333;1
12.5;29.95;26;1.247916667;1.083333333;1
12.58333333;501.55;26;20.89791667;1.083333333;1
12.66666667;127.4;26;5.308333333;1.083333333;1
12.75;152.1;29;6.3375;1.208333333;1
12.83333333;77.15;27.5;3.214583333;1.145833333;1
12.91666667;566.3;25;23.59583333;1.041666667;1
13;2157.65;29;89.90208333;1.208333333;1
13.08333333;52.2;29;2.175;1.208333333;1
13.16666667;928.15;24;38.67291667;1;1
13.25;327.55;26;13.64791667;1.083333333;1
13.33333333;36.15;26;1.50625;1.083333333;1
13.41666667;2294.15;26;95.58958333;1.083333333;1
13.5;28.4;26;1.183333333;1.083333333;1
13.58333333;49.75;26;2.072916667;1.083333333;1
13.66666667;23896.55;26;995.6895833;1.083333333;1
13.75;62.05;26;2.585416667;1.083333333;1
13.83333333;126.05;27.5;5.252083333;1.145833333;1
13.91666667;26.4;25;1.1;1.041666667;1
14;648.55;26;27.02291667;1.083333333;1
14.08333333;27.05;26;1.127083333;1.083333333;1
14.16666667;57.8;24;2.408333333;1;1
14.25;62.55;27.5;2.60625;1.145833333;1
14.33333333;33.2;24;1.383333333;1;1
14.41666667;516.25;27.5;21.51041667;1.145833333;1
14.5;48.55;24;2.022916667;1;1
14.58333333;112;24;4.666666667;1;1
14.66666667;29.95;26;1.247916667;1.083333333;1
14.75;28.9;24;1.204166667;1;1
14.83333333;43.85;26;1.827083333;1.083333333;1
14.91666667;43.75;26;1.822916667;1.083333333;1
15;129.7;27.5;5.404166667;1.145833333;1
15.08333333;3217.95;27.5;134.08125;1.145833333;1
15.16666667;42.65;26;1.777083333;1.083333333;1
15.25;48;26;2;1.083333333;1
15.33333333;29.2;24;1.216666667;1;1
15.41666667;125.3;25;5.220833333;1.041666667;1
15.5;25.85;24;1.077083333;1;1
15.58333333;43.15;26;1.797916667;1.083333333;1
15.66666667;78.75;26;3.28125;1.083333333;1
15.75;26.3;26;1.095833333;1.083333333;1
15.83333333;28.85;24;1.202083333;1;1
15.91666667;26.75;24;1.114583333;1;1
16;25.55;24;1.064583333;1;1
16.08333333;122.5;24;5.104166667;1;1
16.16666667;25.8;24;1.075;1;1
16.25;27.7;26;1.154166667;1.083333333;1
16.33333333;628.65;25;26.19375;1.041666667;1
16.41666667;26.05;26;1.085416667;1.083333333;1
16.5;30.15;24;1.25625;1;1
16.58333333;27.65;24;1.152083333;1;1
16.66666667;629.3;24;26.22083333;1;1
16.75;24.75;24;1.03125;1;1
16.83333333;28.45;25;1.185416667;1.041666667;1
16.91666667;24.7;24;1.029166667;1;1
17;123.8;24;5.158333333;1;1
17.08333333;24.55;24;1.022916667;1;1
17.16666667;28.55;24;1.189583333;1;1
17.25;43.95;24;1.83125;1;1
17.33333333;25.9;24;1.079166667;1;1
17.41666667;26.25;26;1.09375;1.083333333;1
17.5;31.6;25;1.316666667;1.041666667;1
17.58333333;25.7;26;1.070833333;1.083333333;1
17.66666667;24.95;24;1.039583333;1;1
17.75;28.1;24;1.170833333;1;1
17.83333333;26.25;26;1.09375;1.083333333;1
17.91666667;41.4;24;1.725;1;1
18;25.8;24;1.075;1;1
18.08333333;25.4;26;1.058333333;1.083333333;1
18.16666667;25.1;24;1.045833333;1;1
18.25;25.1;24;1.045833333;1;1
18.33333333;25.95;24;1.08125;1;1
18.41666667;25.1;24;1.045833333;1;1
18.5;25.2;24;1.05;1;1
18.58333333;25.25;24;1.052083333;1;1
18.66666667;25.1;24;1.045833333;1;1
18.75;25.55;24;1.064583333;1;1
18.83333333;25.1;24;1.045833333;1;1
18.91666667;25.6;24;1.066666667;1;1
19;24.75;24;1.03125;1;1
19.08333333;24.45;24;1.01875;1;1
19.16666667;27.45;24;1.14375;1;1
19.25;24.65;24;1.027083333;1;1
19.33333333;26.5;24;1.104166667;1;1
19.41666667;122.65;24;5.110416667;1;1
19.5;25;24;1.041666667;1;1
19.58333333;26;24;1.083333333;1;1
19.66666667;24.4;24;1.016666667;1;1
19.75;25.1;24;1.045833333;1;1
19.83333333;24.3;24;1.0125;1;1
19.91666667;24.8;24;1.033333333;1;1
20;24.65;24;1.027083333;1;1
20.08333333;25.25;24;1.052083333;1;1
20.16666667;24.65;24;1.027083333;1;1
20.25;24.4;24;1.016666667;1;1
20.33333333;24.75;24;1.03125;1;1
20.41666667;24.85;24;1.035416667;1;1
20.5;24.3;24;1.0125;1;1
20.58333333;25.5;24;1.0625;1;1
20.66666667;24.9;24;1.0375;1;1
20.75;24.45;24;1.01875;1;1
20.83333333;24.45;24;1.01875;1;1
20.91666667;24.2;24;1.008333333;1;1
21;25.25;24;1.052083333;1;1
21.08333333;24.35;24;1.014583333;1;1
21.16666667;24.3;24;1.0125;1;1
21.25;24.2;24;1.008333333;1;1
21.33333333;24.7;24;1.029166667;1;1
21.41666667;24.7;24;1.029166667;1;1
21.5;24.55;24;1.022916667;1;1
21.58333333;24.1;24;1.004166667;1;1
21.66666667;24.35;24;1.014583333;1;1
21.75;24.45;24;1.01875;1;1
21.83333333;24.2;24;1.008333333;1;1
21.91666667;25.25;24;1.052083333;1;1
22;24.2;24;1.008333333;1;1
22.08333333;24.5;24;1.020833333;1;1
22.16666667;24.3;24;1.0125;1;1
22.25;24.3;24;1.0125;1;1
22.33333333;24.2;24;1.008333333;1;1
22.41666667;24.2;24;1.008333333;1;1
22.5;24.45;24;1.01875;1;1
22.58333333;24.1;24;1.004166667;1;1
22.66666667;24.1;24;1.004166667;1;1
22.75;24;24;1;1;1
22.83333333;24;24;1;1;1
22.91666667;24.1;24;1.004166667;1;1
23;24;24;1;1;1
